feature,data_type,is_target,univar_score,pvalue,fdr,rf_importance,gb_importance,mi_score,corr_score,univar_norm,rf_norm,gb_norm,mi_norm,corr_norm,final_score,target_bonus
"2,6-Di-tert-butyl-1,4-benzoquinone",Metabolome,False,2.354553011403092,0.001065114779043358,0.0591016702104281,0.0031060208885415204,0.0037934027298809074,0.14792650838345245,0.5060334998853798,0.3365156230094426,0.24009859423560553,0.04772340597370202,0.47645247548140424,0.18847136154151917,0.2608390241328371,
PC (18:3e/2:0),Metabolome,False,1.8126506178043136,0.0011416092092577943,0.0591016702104281,0.00418755604634606,0.0006186706489031606,0.09940586236280624,1.363228678787976,0.25906597843088175,0.32370236907280187,0.007783268122060462,0.320173643775539,0.5077323245235987,0.2590013184405678,
PC (18:0e/4:0),Metabolome,False,0.7416102183341006,0.006481612924306713,0.10496889033313128,0.005116870383155305,0.0075632821389209105,0.13109197973700404,1.154544680617192,0.10599099805043935,0.3955393186226378,0.09515087369083634,0.422230599126617,0.43000830570649606,0.25604772424860067,
FAHFA (3:0/24:4),Metabolome,False,2.8128665651446707,0.001501172574881536,0.06156757131786872,5.90592955122654e-05,8.007857085706261e-12,0.18144569911703923,1.2123029114026096,0.40201860336553896,0.004565344000535228,1.0074390775074497e-10,0.5844135270581293,0.45152026568310366,0.254560972656974,
FAHFA (2:0/24:2),Metabolome,False,2.7292755828312774,0.0016060778960358792,0.06339992494601633,0.002081397082230442,0.0,0.08622275539409574,1.460239322205852,0.39007163293946173,0.16089412512749746,0.0,0.27771253238706184,0.5438637823285213,0.25328827925462427,
4-Hexylresorcinol,Metabolome,False,2.051682461057207,0.0025511458938088437,0.07672874983474598,0.001328776459137976,0.0031380810996705063,0.17567253600564103,1.2053689935843568,0.2932288304898113,0.10271578052464497,0.039479045322108074,0.5658189027014626,0.4489377391659479,0.2513100126643404,
"2-(1,3-dimethyl-1H-pyrazol-5-yl)-1H-isoindole-1,3(2H)-dione",Metabolome,False,1.582032161186317,0.0030940124079823815,0.081424093203403,0.0036104422076682417,6.6809464912894345e-12,0.1575169179738618,0.9742104419424035,0.22610558240881787,0.27909087856685,8.405053309549223e-11,0.5073419654055934,0.36284310912704204,0.24999000010471115,
Verapamil hydrochloride,Metabolome,False,1.6749233245291764,0.012205380403780556,0.13716936411081493,0.0,0.0,0.28764872648183126,1.037878410877049,0.23938175108859708,0.0,0.0,0.9264799750838494,0.38655614155357854,0.24944213574451435,
4'-Methoxy-α-ethylaminovalerophenone,Metabolome,False,1.503877971674031,0.009202709237579152,0.12109231571781234,0.003318786866567203,0.0,0.1484962205770035,1.303883313845943,0.21493564798602646,0.25654562213988913,0.0,0.4782874460211382,0.48562923898808225,0.24892314073275917,
Cer-NDS (d18:0/24:0),Metabolome,False,1.8516632940315223,0.0011416092092577943,0.0591016702104281,0.000609813245857119,0.0007348992241254163,0.2430795316886496,1.0283036883801422,0.2646417388326579,0.04713918815442916,0.009245497122262298,0.7829282653768977,0.38299005158960786,0.24876466307835254,
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola,Microbiome,False,1.2101087026226207,0.016930498669197977,0.1640077141022307,0.0012228504737634642,0.0,0.20546596479906953,1.9577153616016234,0.17294962661963806,0.09452759342156856,0.0,0.6617797487785669,0.7291479315013345,0.24769854180820206,
Valerophenone,Metabolome,False,2.233553709270846,0.0030940124079823815,0.081424093203403,0.0026226235390429966,7.041294887068468e-11,0.09700664633975142,1.4363093993426381,0.31922218962532134,0.2027314842783018,8.858394386368529e-10,0.31244607401207264,0.53495112112203,0.24681155134835367,
Butylparaben,Metabolome,False,3.3430803904759308,0.0007489108770894107,0.05500140813600835,0.000764993966196385,0.0,0.07298775999733564,1.3952968618819819,0.47779769717952464,0.05913481669104914,0.0,0.23508429496915811,0.5196760676379558,0.24535326433578897,
acetyl phosphate,Metabolome,False,2.2665330024597914,0.0019626123268230676,0.06810911789128844,0.0026543616319129795,0.0,0.11329308212618727,1.0616731579296694,0.32393564829630683,0.20518487134659683,0.0,0.36490261295167703,0.39541845674725495,0.24275414994301828,
15(R)-Lipoxin A4,Metabolome,False,1.634331662069213,0.006877654535614798,0.10594942938278795,0.003162349621030043,7.838138437407844e-06,0.1614654652985701,0.882724837470678,0.23358031919327177,0.24445286291920038,9.860873979447906e-05,0.5200597343029439,0.32876944317381857,0.24209293769856396,
β-Estradiol,Metabolome,False,2.686013586347616,0.001501172574881536,0.06156757131786872,0.001863220506222823,2.2554394044746997e-09,0.10115802274112773,1.1214421984121439,0.38388855220204887,0.14402885246052427,2.8374854454805028e-08,0.3258171295767971,0.4176793395550408,0.24181428784274026,
D-Sedoheptulose 7-phosphate,Metabolome,False,1.69806381977235,0.005094589949329419,0.09810192109745308,0.001181471307429776,0.0,0.21902174235484728,1.0265044008948345,0.2426890314275037,0.09132894150521749,0.0,0.7054411847450233,0.3823199098653201,0.239687113502841,
"12,13-EODE",Metabolome,False,2.9439446913380154,0.001501172574881536,0.06156757131786872,0.0012941803319476888,2.3048554741241316e-05,0.10735557518868011,0.9733151074576779,0.4207525200369142,0.10004146447769637,0.00028996539870626564,0.3457786580265045,0.36250964324106905,0.23941187823832216,
"1,1-Dimethyl-2-oxopropyl N-[2-(2-pyridyl)ethyl]carbamate",Metabolome,False,1.9391955814590924,0.005750496777411436,0.0997805979289303,0.0011861276469272881,7.186434631700655e-11,0.19591537649848112,1.0030867700228803,0.2771520075277121,0.09168888131494664,9.04098936637e-10,0.6310185181658385,0.3735980509853969,0.23808040559128554,
FAHFA (4:0/22:0),Metabolome,False,2.5585826039185218,0.0023905312442067785,0.0740127222471079,0.0011514389131419415,3.5915629356259136e-11,0.11749237466371487,1.314842150169949,0.365675891741395,0.08900740668340101,4.518413368209855e-10,0.3784280002986782,0.48971083991640796,0.23768990332007953,
