,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
GMH,0.0372572119855337,0.00996842457755887,-0.0012170142292381955,0.015315502055644784,0.005908344753899665,0.006903991638834355,0.007064123740336981,-0.010738336102429382,-0.011930971659430568,-0.01866634470073021
4-(5-propyl-2-pyridyl)benzonitrile,0.01589350236244083,-0.033773641722541985,0.02349996931901824,0.02138695341454509,-0.003620630642037049,-0.004285531913910867,0.053450142961735524,-0.040501321191298026,0.01737253801134686,-0.009708894346044643
WMH,0.000981910663109673,0.011721391813309442,-0.00019189697427242274,0.03583379357501368,-0.0014296346389053088,0.011668554057171621,-0.020253012134823875,0.009714898237519051,0.006304116334294026,0.013990611919839012
L-Argininosuccinate,0.004209863925954428,0.03474250592530241,0.014033430776351547,0.009061919513781706,0.026183096621972123,0.007129797222096309,-0.005224045355804385,-0.007448559528195795,-0.021153549232633018,-0.007459191654517312
"α,α-Diphenyl-4-piperidinomethanol",0.020094394730609734,0.011564478626266313,-0.022989500311759427,0.012152538528996974,0.015670214191913275,0.006791758331295666,0.04296755332155964,0.003969674452057123,0.0022177367410810295,0.010769953541887402
"4-(2,3-dihydro-1,4-benzodioxin-6-yl)-1,2-diphenylbut-2-ene-1,4-dione",-0.00933878287717596,0.0071507997188835545,0.02374791530589195,0.027247634748332115,-0.036198964045834184,0.018789489618507283,-0.01448260891768073,0.011861060705913319,0.019419346398758745,0.023320068285681336
Artemisinin,0.006675957246950541,0.005492701612591996,0.024480596509822938,-0.0007815925767571424,0.009537011074713584,-0.005358127177923302,0.00038874828571182997,-0.03749292407754387,0.013307436815065646,-0.008664831858753703
(4-benzoylpiperidino)[4-(tert-butyl)phenyl]methanone,0.006590717454433296,-0.0104421240711615,0.0037994527620155115,0.03097395489967041,-0.01870972348688787,0.0017045998585815249,0.007285417971270236,0.0007913696055392883,-0.01746565363778443,-0.0010433111440938262
WKK,0.02663038536735783,-0.0007357535047681486,0.006197027271129338,0.0007354936674506355,-0.024687241742050368,0.0035730740892321775,0.03914550521053207,-0.014014647614451349,-0.008696400894169055,0.01598628791708545
"1,6-dihydroxy-3-methoxy-8-methyl-9H-xanthen-9-one",0.015063045016715971,0.016603538891481192,0.030808373837511525,-0.010111363310925556,0.008836462812099396,-0.0008481138939277831,0.0036171902888749554,-0.01636296102931548,0.03335064119613129,-0.005417608656943683
2-{[2-(2-morpholinoanilino)-2-oxoethyl]sulfanyl}acetic acid,0.03968154636874939,0.011435743002825117,-0.029414938472952856,0.008683546272829173,-0.028385120157755267,-0.005518615918473447,-0.01745261077091612,0.01269977341315619,-0.0062228067811209,-0.028417759532136662
3-hydroxy-2-octylpentanedioic acid,0.00046828445066478014,-0.0032924281948763126,0.02352038191439644,-0.01279731970425344,0.0015683840930069818,-0.005876164895930616,0.02347884063234506,-0.0008884832754271436,-0.011711745006955487,-0.0047873029249817295
N-[4-chloro-2-(2-chlorobenzoyl)phenyl]-2-(4-methylpiperidino)acetamide,-0.005251581914701258,0.002727602977081416,0.023218903526474897,0.013704421600637619,0.003129232961719308,0.014813842524840911,0.018268528187461542,0.014300855527208264,0.004004573180083587,0.01448891560431448
Debromohymenialdisine,-0.022009561606811757,0.008002893317143087,0.037119746948801505,-0.017766269669836514,-0.01079746058619831,-0.012974496123297798,-0.005439658996775279,0.0355394823178036,0.008374150998227066,-0.02059047659964087
1-{4-[3-(4-benzhydrylpiperazino)-2-hydroxypropoxy]phenyl}ethan-1-one,0.0008557423245128906,0.007871315984630848,0.02876951948945247,-0.007665272800017416,0.05401223201300855,0.046336691404465544,-0.038966851740845555,0.025916816616425968,-0.04349129808174553,0.03126157500921223
Cytisine,0.01406256268439713,0.01850748790874406,0.027336380184337938,0.01551558707943089,0.010306553509312687,-0.027271623584991744,0.02122875342867351,-0.010378923587330344,0.010232965434127798,0.0019122391544346717
Sinapyl aldehyde,0.016605921325173335,-0.00614240457960473,0.013636051572699266,-0.002298703926396187,0.025548132581031318,-0.014169329127963915,0.015232716337777197,-0.012163781602945987,0.03307914874422632,0.007623765005035046
R-1 Methanandamide phosphate,0.034809476643430565,-0.020650118021344515,0.006481512160704163,0.011775519458125622,-0.02234452028153414,0.009737125561997722,0.012819557181563787,0.009223251968113893,0.025208321565807785,-0.0021853099719105055
"N1-(3,4-dimethoxyphenethyl)-4-methylbenzene-1-sulfonamide",-0.0008912477679300976,0.009329012889950411,0.028695179930688233,0.018212438607815403,-0.007395077955893916,-0.0120151512496052,-0.021237303890559854,0.00727011336393082,0.02764987644649155,0.029240191311692344
Gelsemine,0.028480032378490876,-0.0034049655656959717,0.010503071503091972,-0.006043843537702149,0.015199924130284826,0.005562245668347383,-0.003187069768138016,-0.023812519119352546,0.005896636250366501,-0.04276514784597533
"1-(2,4-diphenyl-2,3-dihydro-1H-1,5-benzodiazepin-1-yl)propan-1-one",0.005248134252405395,-0.004078598922531888,0.01269417264846683,0.02278402477273018,-0.0049993478512176765,0.02355563999363103,-0.007435987410490234,0.013233094265567048,0.02930179325463315,0.020515815332332023
"5-Henicosyl-1,3-benzenediol",0.026869012302448824,0.02231947502313688,-0.00027740698574898174,-0.01718321228636904,0.008459153928181622,-0.05661535585880889,-0.002543725374458398,-0.030914583181045424,-0.004334915226866548,0.022702225910246725
tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,-0.006516539421156989,-0.007826134868697716,0.043867940581777384,0.026032014594538744,-0.018930443871298965,-0.041734921473252556,0.006561478846157585,0.002001306675365203,0.004207469902555942,-0.009298211476282176
(+)-Evodiamine,0.001792488254427011,0.021409904333840175,0.02000917873785249,0.008176784940986082,-0.0006934002915890053,-0.007888648152660358,0.038753238483233955,-0.033588035978221686,0.01584463898831504,-4.6905489152845086e-05
Guanethidine Monosulfate,0.01435693844878982,0.014632307350428371,-0.006210750480318951,0.018357048277791596,0.023020825105488012,0.0021189865920658627,0.014476344148001277,0.012081716602283465,0.03246304170631937,-0.017314123359640915
"4',7-Dihydroxyflavanone",0.026301816793886525,-0.0036594510160049567,0.02405387054505079,0.006084721694405529,-0.018980891280308575,0.026642793392422676,-0.027646609769886064,-0.019581253688647975,0.015145278996552412,0.003903769261926533
KQH,0.01543714009393569,-0.0041168363968147725,0.01850661711652081,0.022961197460689097,-9.320206996030981e-05,0.003354599541841855,0.025267476073789378,-0.018893328165975363,-0.001924365396827326,-0.00845579710141275
Solanidine,0.02822418098125518,-0.012265579655514653,0.027778661580074547,0.004741488868906376,-0.022893646497830353,-0.03535229610220898,0.000695754539075578,-0.015299955643582578,0.026210289156100058,0.011800140807623444
NNK,0.013267016657745807,-0.0013390681687626895,-0.0005634788200407658,-0.0015312486263453014,0.011913416674901403,-0.009962738868263623,-0.0005353588179070413,-0.020938645409226252,0.01750639037200746,-0.01100209646558821
O-7460,0.019126491199151087,0.0003480768315907513,0.021675224730283976,-0.028328461987387348,-0.030667840532741113,-0.013621794625318475,0.006938552253722072,-0.03175247066699066,-0.015175288762969358,0.026931752022106584
PD 0200347,0.010965578939738324,-0.014960434241620768,0.03600379628421148,0.01730768152231439,0.017651197766139264,0.021317992103685623,-0.022035968691637865,-0.02579825809445394,-0.08100764715669033,-0.008080498568153481
Tyr-Tyr,-0.0007403126574536545,0.018910439217373304,0.023708572706054348,0.028764673469620194,-0.023707561440315595,-0.003230210782415488,0.004534494077268769,-0.00699670556833168,-0.002561233900137279,-0.021579560186349163
Thromboxane B1,0.026051708164027746,-0.0027719827269455676,0.0006543404616740459,-0.006557706307360739,-0.02075463293133056,-0.011420746431956584,0.0024335491021563343,0.0018875499752532934,-0.014732288989802994,-0.012160419804009602
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,-0.010887713223234044,0.0067837970759501215,0.028817055873074333,0.012669488843975289,-0.050146671216239745,-0.02693603559861604,0.0252751222333341,0.004921737789704341,0.0160500065197403,-0.012373680435550358
"2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1,3-benzothiazole",-0.01816105702098368,0.021842604217714875,-0.02577010959284473,0.010002370675366344,0.008143705411737315,-0.04064925709711629,-0.018582203682868087,0.02586634983425117,-0.008461145951292773,0.003110940041188847
Nodularin,-0.02867649344937498,0.023927508597396528,-0.005677541006096739,-0.0024562636533338295,-0.030295293422973883,0.023285134467962685,-0.03554408836529646,-0.009146273831872586,-0.01681616011620016,0.004708469906345596
N-Acetyl-5-aminosalicylic acid,0.012517021014150058,0.01677381094438789,-0.028327219429918386,0.029437179395791428,-0.004978847374634973,-0.02739900875420152,0.010145559762149904,0.01989478520590309,-0.01204524758451081,0.0262790906379581
Verrucarol,0.013998496525697936,0.00911720073012959,0.01787691318842807,-0.016611912607929737,-0.017473361840995506,0.00791897146106835,0.008072495545025433,-0.009941601314437679,-0.0046721537263833615,-0.008543845504700314
3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,-0.00022668084594333921,0.01387566774609916,0.0126510838722634,0.0027523266303129423,0.007191401213222258,-0.017527294918544684,0.0016707038876513738,-0.01501854771828184,0.016566595696153364,-0.0390589311478823
Propionylcarnitine,0.021334051465151778,0.015261653336215443,-0.014961463668301443,0.015069971820318396,-0.015610066272086448,-0.010826202286561839,0.023975588083806194,-0.014954652122994655,-0.01334848083847531,-0.006968608087585709
Strophanthidin,0.009847984437015046,0.003420174243544217,0.024774164656619285,0.007691799483730549,-0.009091508280018193,-0.031324681783265244,0.016229899992425034,-0.023005446325172207,-0.014218870746425447,0.006546195253155641
N-(1-benzylpiperidin-4-yl)-5-methoxy-1H-indole-2-carboxamide,0.005727786310560296,0.0003543380198830426,0.026917315463315505,0.024945633687032894,-0.011057655952065116,0.014612145665545834,0.020152431790892513,-0.013654717549872393,0.0014292304161680866,-0.0014703202053845553
"(5ξ)-12,13-Dihydroxypodocarpa-8,11,13-trien-7-one",0.028188212879958385,0.006193356694723851,-0.008484502723285981,0.006555483390211107,-0.009267985590261367,0.0008610280707026961,-0.0043430220899034555,0.009585663841942746,0.006438397440981116,0.00901893928102388
"4-(2-chloro-6-fluorobenzyl)-1,3,5-trimethyl-1H-pyrazole",0.0013235260891041897,0.008073337857128002,0.010320478820096544,0.019769727701051527,0.005401390479710904,0.011035286079154296,-0.022559087058239766,0.02656130368651033,0.052721179194946885,-0.011850503248752652
(9cis)-Retinal,-0.004553072801797009,-0.0016242386339044076,0.032516787883044934,0.00635640055524829,-0.0056209914251636964,-0.0038090077475749435,0.0008681878911263502,0.00801197048716084,0.010097639137635518,0.004465582090806523
"N-[2,2']Bithiophenyl-5-ylmethyl-6-morpholin-4-yl-nicotinamide",0.03230923207539252,-0.005318012157290138,-0.01631363776450878,0.0033786890642674827,-0.020238143091776403,0.021537704421403323,-0.008323823241766492,0.0014682804639149316,0.009663876333802265,-0.000837442507086755
Ticlopidine hydrochloride,0.0038111745930832805,0.017041468343436526,-0.0022926497640894062,-0.0032108494446377047,0.004431465199827029,-0.04316147635552101,-0.02491354116407546,-0.013874748330923871,-0.004976669298975656,-0.009935406986879477
"4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile",0.031169105383241358,-0.003869905063762094,0.01717269907857191,0.02772837408978514,0.0012564406108471968,-0.009143729343032004,0.02369345665606266,-0.01031112417008885,-0.0016759544079567477,-0.01735617026766832
FLK,-0.004987175433254051,0.007204785777079287,0.038175577186618334,0.013839658280563672,-0.0619824910526165,-0.006833176313264073,0.003770059973502555,0.02494495765998769,0.006879082057084556,0.015426289640698762
LDGTS 18:1,0.03254241827430264,-0.0002027917469800328,0.007901145958309779,-0.02175597458307746,-0.0014675634504840848,-0.028214297188086563,0.018477297592847507,-0.023766760104558207,0.002215526355125123,-0.004386545120937682
"methyl 2-({2-[4-(4-nitrophenyl)-1,3-thiazol-2-yl]ethyl}thio)acetate",0.018908207934889724,0.008926496688144547,0.01101969042051525,0.010502324029380757,0.015628346801723474,0.03321445583659084,-0.005295626799425236,0.0126280910216305,-0.004523957191275365,-0.013318908407641997
"2,6-Di-tert-butyl-1,4-benzoquinone",0.0015662447782384627,0.011764070596524628,0.010070719120344617,-0.004389839876996046,-0.022311563110145052,-0.007402565599824436,-0.02714782377580612,-0.01013743859862029,0.0020943484394322456,0.029394745699643145
HexCer-NDS (d17:0/14:0),0.01264320663553736,0.01504032472107605,-0.004526052987929985,-0.013037487203979348,0.0030777700764280185,-0.027938365210721544,0.004283809625328282,0.0028930156539542316,-0.021481795185945316,-0.009668457681100856
"1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-one",0.03309838828563738,0.011796672777165645,-0.0029008244697602517,0.030257688761364643,0.00974154114253796,0.0024032205929443674,0.02259074914043074,-0.0086128215589555,0.0065654445417188245,-0.019500358646397792
(+/-)-UR-144 N-(4-Hydroxypentyl) metabolite,-0.021164743807602936,0.01748669956204883,0.052287475432566254,-0.0016796501369471112,0.025171952304509183,-0.00952631430014213,0.006383722077337476,-0.028720979607917523,-0.02445094631746331,0.011957147068576325
ethyl 2-cyano-3-[(2-oxoazepan-3-yl)amino]acrylate,0.020542355230006356,0.016256427959227614,0.003425315243298599,0.0278074439218896,-0.03539476596560294,-0.0016958881082672313,0.013185379545323365,-0.0005624843098664353,0.0013689935662561244,-0.02067066787864888
ACar 6:2,-0.023364934997765745,0.029277945510388214,-0.014864220939835119,0.005478984294738184,0.0006443804182414083,0.03783039076614491,-0.03266484188021134,0.00903724924082898,-0.029517496907588515,0.010784129880356109
"2-phenyl-4H-furo[2,3-h]chromen-4-one",-0.004370427543888051,-0.0014995166701512776,0.005329927845002446,0.04129856973411245,8.169774911569226e-05,0.012340522760524018,-0.04721038229107676,0.05243442736944151,0.06856197860821202,-0.003879562739965365
1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one,0.034040657822973844,-0.016793037705533347,0.0059618400796467895,0.016039625641633082,0.01683983332677685,0.0005884638372918452,0.022645226504483012,-0.014352062428802157,-0.00038457995932325643,-0.011746054826266516
7-chloro-4-piperidinoquinoline,0.010192457097853491,0.010215886884882829,0.006011860895163724,0.017785688525060087,-0.008907225711487906,0.0043756036616621604,-0.0057025412495029315,-0.00560790567746864,-0.006724205716342121,-0.008519330171788722
Trigonelline,0.0064797852838121405,0.01674284022321043,0.022151375810982647,-0.0019415283731153276,0.023459131640421443,-0.03390947115765048,-0.009908847719865,-0.042569386383857585,0.03310789319951008,0.00761135151757796
PC (14:0e/3:0),-0.012465189707611526,0.04372038942387503,-0.014777153220201658,-0.02128214412089601,-0.0013211835183652165,-0.011773907740850478,0.027435756848025343,-0.03167597717240082,0.015931830358272853,-0.0008473379241015071
"6,7-Dimethoxy-2-oxo-2H-chromen-8-yl β-D-glucopyranoside",0.028288155103453564,-0.010577722500043348,0.005484656200375753,-0.017242012455273903,0.02125968818813873,0.008771056448513417,-0.021587639114593438,-0.0276485180230978,-0.0037098853823790147,-0.006904287556334329
4-Ethylbenzaldehyde,0.004243796751410326,0.007984502545559729,0.015119325140393935,-0.004114264733398402,0.016643763823275613,0.013401678667660566,-0.018714802422426773,-0.026970714362894527,9.869506074336637e-05,-0.010113489716880442
"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one",-0.015014290837960421,0.026689849633004466,0.005808704442050402,-0.01534991074148186,0.0001088888253184481,-0.0017568715297347534,-0.006938014547379388,0.008683634791046068,-0.018490835045944887,-0.012629037750045891
Desmethylclozapine,0.01038805656829585,-0.0020969719195703556,0.010062082960101413,-0.0031254323110276516,0.0047234406811909255,-0.001962467432635665,-0.004412011062421073,0.014949987720013356,0.0042629031051313665,0.0043160639917171235
KPK,-0.034751639705808454,0.01124965163495273,0.028141465970865736,0.0037417728813914477,-0.02311187617489563,0.006139568958450287,-0.030181224285111507,0.0026340437267839537,-0.03393166990891381,0.01144523461283005
4-Hydroxyalprazolam,0.028029837324988368,0.013180962325573671,-0.009545087299618123,0.011129987129577386,-0.0006958554316458032,-0.01822476001080341,-0.0032485653573636596,0.004522379055805402,-0.00572149137237459,-0.0009388190601277861
11-α-Hydroxy-17-methyltestosterone,-0.005724440302178062,0.010361313572222669,0.009868009603168843,-0.010299334072365105,-0.021601380857023487,0.013122414885046205,-0.008487648908646716,0.004758778260906776,-0.009661958824378794,-0.000274997674705163
"2-(2-hydroxyphenyl)-3,4-dihydroquinazolin-4-one",0.02580651707940987,0.00456557460225376,0.0041123530162219275,0.004845266584888653,-0.010932617086200871,0.02457807071682278,-0.013093325993076813,0.00671495188745906,0.011079967407859064,0.047492104822594396
"3,3-dimethyl-2-morpholino-2,3-dihydrobenzo[b]furan-5-ol",-0.03455902853418801,0.03087084543490851,0.016083160082964346,-0.0343187345025663,-0.03854039775587621,-0.00029679667888822704,0.008684085285185546,-0.0163716401001857,-0.016740034602373926,-0.04119479529029422
diethyl 2-[(4-benzhydrylpiperidino)methylidene]malonate,0.029682036308166335,0.00597657911113084,-0.013801591960382779,0.020642057709449668,-0.0120285197320565,-0.0008881765528191033,0.0025920045323683336,-0.0023641628431163766,-0.0002573431722874828,-0.005723245015634093
Neodiosmin,-0.01071623873998402,0.017798160091476622,-0.02600414105802141,-0.0116271696886407,0.07685460165357746,-0.020612643286730632,0.023454216460645827,-0.019496581076333237,-0.0018521426062476497,-0.015536938995875656
1-adamantyl(piperidino)methanone,0.02171878199942695,-0.01413762587286123,0.00017579881987059775,0.039701736342946874,-0.008006615302061204,-0.01940947560295726,-0.006809024654474085,-0.013500480592656953,-0.006362434716046526,0.012596660397193808
2'-Deoxyadenosine-5'-monophosphate,0.010341260355593459,0.015551964616993244,0.009281668625520673,-0.01897218752764349,-0.014015647187478171,0.015500796550729144,0.01161938193695145,-0.004099463534549727,0.0013507311771722259,-0.01328089006673717
3-hydroxy-3-methylpentanedioic acid,-0.019607529976669757,0.020494361582382045,-0.017969212738875796,0.025010268635323185,0.00019912441439711952,-0.008393929046997116,-0.008999205678650481,-0.0008199294802220413,-0.02710696671769239,0.011887370927626166
Thymol,0.02129097320790296,-0.029986870560640703,-0.0009495222397730887,-0.006766142928770622,-0.004177608736624768,0.0005788435970892672,-0.011283092657039062,0.0023969792824995216,-0.00961042227219688,-0.008450539886128162
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide",0.020342437213446283,-0.00487165554293991,0.043960529604300434,0.008439730160796136,-0.009895603053922387,-0.009918779440523308,0.016989278207864264,-0.013017123782849799,0.00926397547043169,0.014120606780475487
PMH,0.029982671486015296,0.011779226969591172,0.01504770154855921,0.0033442703685727343,-0.007416772912835714,0.011436946335243312,-0.005724971019970049,-0.017714911027099343,0.007401190387784729,0.0007819075228605008
XLR11 N-(4-hydroxypentyl) metabolite,0.01698373728067508,0.01147452694260885,0.007002386641916811,-0.0008617081707539714,0.0005372737143323531,-0.003021058685863551,0.006481482132917011,0.0008177055172347556,0.0018369074253915371,-0.010417274573829627
Deoxylimonin,0.01454838449840848,0.0049208009271485605,-0.010818317701803847,-0.01342684098297245,0.02114530167268743,-0.0022150332503417945,-0.001972380895005483,0.01128993491283911,0.013745218561894442,-0.032793716668271404
"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine",0.0028993990113635078,0.022093890537583143,-0.02142741910255207,0.037804172387275806,0.0165438810160444,0.01882463142507372,0.01801522895398958,0.00033395717396563044,0.03357684307356864,-0.01060893560267603
"3,14-dihydro-15-keto-tetranor Prostaglandin E2",0.0037386133006328155,0.00027344733532477485,0.019235702267123986,-0.01713864857148192,-0.0029692894724432576,-0.049334635993426565,-0.00894559244052154,-0.015241202799425868,-0.020975801752867368,-0.014255325309424072
Citalopram hydrobromide,0.020907867525919856,0.004669053417873374,-0.015207015552990403,0.03857600215365655,-0.00136427946841819,-0.007162254421948833,6.916642695472565e-05,0.006806347056870557,-0.001836171937218127,0.00976394610873669
4-(1H-imidazol-1-yl)benzoic acid,0.004682244348671879,0.03147847422612104,-0.02221134761496321,0.02025520715936807,0.017488771317893864,0.01938876642330536,0.025238122357529817,-0.016826016772622687,0.003347781072253951,-0.009033302132974477
RMH,0.02506136037625322,-0.014753347745087386,0.007644388787449487,0.029844700877669363,-0.0005863106020551175,0.010073316365467246,0.033015471134675504,0.00606106050325567,-0.020247004024544265,-0.003929900589185085
"N-(2,5-diethoxy-4-morpholinophenyl)-4-methoxybenzenesulfonamide",0.009448990501018065,0.024381376432836256,-0.005952144155909083,0.019772712114240823,-0.028147848639423968,0.005634042052543548,-0.004134293780813246,-0.010518135824263058,0.005864434009759007,-0.020987989354083882
3-hydroxy-2-[5-nitro-2-(1-pyrrolidinyl)benzyl]propanenitrile,0.011531436765546138,0.0007934408047980368,-0.0166506634764593,0.023206437048897202,-0.0065668947170843895,-0.003300178420394275,-0.013979526871394298,0.021196270030485596,0.039444553470623304,-0.015320279774952763
"3,4-Dihydroxybenzaldehyde",0.01729557644777861,0.015665935011168232,0.016284400479718887,-0.011114948964274864,0.013733324630370034,0.02450059800393309,-0.013446026236775186,0.008028440864281927,0.009680196740519344,-0.003680564073643349
L-Ergothioneine,0.013020344127678912,0.009340918649083723,0.006703966809414727,0.0002000555913793764,0.001920257669090572,-0.00834730888991842,-0.0057383263037872325,0.014097346584219517,0.004504259837182258,0.0033333117385300295
"N1-(3,4,5-trimethoxyphenyl)-3-(2-chlorophenyl)acrylamide",0.006222280056701596,0.005461247719396352,0.0059379238796626165,0.01277680933965879,0.007417591499635123,-0.022286309945022238,0.011474917343055543,-0.005774912866941218,-0.0023806172088143332,0.018950521139826933
N1-Acetylspermine,-0.015349363380718,0.024870782674944473,0.03780236473342472,0.008703406001852003,-0.02363239100528369,0.01009776629798911,0.00746120388265067,0.034482684506405466,-0.010668592812733286,-0.005100481034056496
Purpurin,0.012618166336153532,0.011759205679692979,-0.009252602511882537,0.004553047236914441,-0.009719576770577332,-0.015026773652960571,-0.00888114510556673,0.016954702735435295,-0.0045687455910065865,-0.004403178165076182
Celestolide,0.019080727310167578,0.01402432069847139,-0.009919623298390015,0.021682189870522253,0.007572266039815683,-0.008524538892753536,-0.01533201404721435,-0.0076791069453277525,0.005112075113670194,0.005340346124744201
2-methyl-1H-benzimidazole-5-carboxylic acid,-0.0008262872369439347,0.004933488613610272,0.006616285535853737,0.005132434911488282,0.0022060936030716015,0.0013848182467424061,-0.025990489926676495,0.012157794519296439,-0.004316866699613477,-0.014406084843793262
7-(2-aminophenyl)heptanoic acid,-0.0012200118899479545,0.007619938973384642,0.03328817250438226,-0.014667746331483275,-0.07407264343200114,0.010383126538530532,0.04161929816854377,-0.024364831667033227,0.012522632352790957,0.017972362033691732
ACar 20:2,-0.0005578565148912127,-0.009389213034343992,0.01064558710019951,0.00591283711073662,0.006257695720159017,-0.007485905791760526,0.000521881937798761,-0.02306793776074992,0.018902798674226482,-0.004706409982066228
JWH-018 N-(3-methylbutyl) isomer,0.01730114869346304,-0.009401124163338015,0.019505241763689857,0.028776251799170954,-0.010758101917221688,0.010626932584198523,-0.018788821915666373,0.003998481478676648,0.028725475700292387,-0.005301358819561685
RLK,0.00010845102710448594,0.009988075746827812,-0.03273855958744476,0.031082725695877073,-0.027078266517981866,-0.008729720142980091,-0.017372249025429123,0.02333566689201282,-0.028027715965721314,-0.007594650992671303
Prolylleucine,-0.02353601172427393,0.012496560893918734,0.010749655243027146,0.026061212089905965,-0.015066077327571597,-0.03490847818364855,0.0023084956039218416,0.029729023443066917,0.02622513484795781,-0.019066312286990666
UR-144 N-(5-hydroxypentyl) β-D-glucuronide,-0.02289075154194905,0.030860048210911446,0.004356119468885505,0.012158184326970503,-0.006152516357118131,0.021400832400749623,0.014365923160632293,0.0032839993438159294,0.04346944611871238,-0.018015880125635663
Hesperidin,-0.0037910538602641294,0.022245054033653542,0.0035129411631133964,0.01606188372411705,0.05844332418869268,0.009833067866257835,0.026685754793045354,0.012530023744908365,0.01250949751043828,-0.020019973207038168
"2-(3,4-dihydroxyphenyl)-7-hydroxy-3,4-dihydro-2H-1-benzopyran-4-one",0.012548717843635784,0.007931343386616083,0.018418007534842608,0.004726318133897535,0.022266247512158648,0.052923437121695005,-0.01308626452986576,0.02894658327631087,-0.0065127439581169405,-0.010043601025067846
6β-Hydroxyfluoxymesterone,0.0071273648018201335,0.0032166430176487487,-0.02184905108040038,0.02598886045851842,0.024696698603801116,0.009161187121144693,0.03198735706751711,0.012327800226554605,0.00433841495621234,0.009920162099500592
Monoolein,-0.016776264628573293,0.026974481221492527,0.010328809191446933,-0.03575648222112838,0.007274196053006039,0.037433560415040854,0.041299418239220106,-0.007897120400930211,0.030418766434475338,-0.03889711643375566
MJN110,-0.018959836236376013,0.03342466402947488,0.027462926634116744,-0.014820145983604928,-0.012010974415478258,-0.009578857138065819,-0.031023267523313858,0.01455250870048356,0.029348862168820267,0.00467744837678318
5α-Dihydrotestosterone glucuronide,0.01973380276206553,-0.0012944998288899443,-0.00587491850037715,0.009912984653191835,0.004249924905844083,-0.022838407605668805,0.014670894358056031,0.005117574518947627,0.013880641051060657,0.02506548637035426
(S)-Bromoenol lactone,0.002400806729162572,0.013561122495382997,0.004057057301440313,0.020930049150069473,-0.012679179241637261,0.0007692556703546117,0.002226720251634153,-0.012175656228148472,0.0036312450534572624,-0.007903389950339042
11-Oxoetiocholanolone,0.014295133415438286,0.0031575047962346674,0.020926055444097657,-0.0006149727325865497,0.033261115618707406,0.00876923247744535,-0.0072842745794371305,-0.02793793228667557,0.011742307884560958,-0.020474497002265196
"(5S)-5-hydroxy-1,7-diphenylheptan-3-one",0.00864343743032304,0.012169061504264769,0.008302160478403531,0.012784329016522275,0.001692161422208493,0.0067379654887267946,0.010722912988508908,-0.017044364679149906,0.01187723238763819,-0.04379718052268957
"isobutyl 1-cyclohexyl-4-oxo-1,4-dihydroquinoline-3-carboxylate",0.0264904745155926,-0.015156939060427923,0.0037028131901409036,0.01673623018032003,-0.003071056158478906,0.0016662133073506206,0.010729137582434555,0.017375117624174062,0.033626904424090054,0.014092574268995569
trans-4-Phenyl-4-piperidinocyclohexanol,-0.0038845112881695297,0.004979883720959772,0.040250883113204565,-0.0018713496907282138,-0.06302112269348446,0.003777847148257686,0.025071527917284713,0.006056567408359816,0.013402123885529842,0.02203022120846564
"2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)acetic acid",0.02366015297643588,0.010649096167652238,0.0036018849075388445,0.007098695508340657,0.010535810907580484,-0.002218167941308553,-0.01281126652066513,0.01067101694818762,0.008003638254892148,0.010231663419520668
Sphingosine (d18:1),0.002645715845784512,0.018573982356359483,0.0325915931234988,-0.012417162623159951,0.013335738239879952,0.00890466022919591,-0.03996882288534424,-0.011387347186636707,-0.0011259922097287582,0.016107275053896756
"3',4'-Tetramethylene-α-pyrrolidinovalerophenone",0.008623202921994345,0.016018359591826258,-0.030208054943060537,-0.00523717683924289,-0.022955596384849047,0.01790509042542108,0.003038771783630876,-0.011013755985533547,0.011835342493034029,0.01672777181003341
methyl 2-{3-[3-(trifluoromethyl)phenyl]triaz-1-enyl}benzoate,0.0031943900558006645,0.025850188048119744,0.024311692742726557,0.02362842865674125,0.014611390222968668,-0.012030034796416672,-0.004779123493745249,-0.005392833508976402,-0.028416301911759805,-0.029894223810816068
L-Cystathionine,0.02039570444605875,0.016832827370840037,0.0019917698362233918,0.020267301880334196,-0.010829692883501867,0.01770148929682122,-0.019412252974468986,-0.011648534111572463,0.022969330025740548,-0.013384589410528142
4-Methoxycinnamaldehyde,0.023683042587354024,0.0195919877485282,0.00552102987061451,-0.006996154680799393,0.015343427847383415,0.00010644808618206926,-0.009811148703093148,0.02319701865721895,-0.0035341225753723004,-0.0077699010724303925
