,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2-Hydroxyphenylalanine,0.026416520494913,-0.013854406030122831,-0.01096157595231553,0.009207250669989047,-0.007083765497994384,-0.018389046154256343,-0.011369411702798279,0.0025044730854016086,-0.011214337836011718,-0.009377676844481105
Hypoxanthine,0.004384722412668271,0.018462926566397794,0.0193164988674466,-0.027215695527597488,0.011717547418690917,0.011692622046863214,0.030176263551568567,0.019164174081709055,0.001078085488788757,0.0036903371232005914
Corticosterone,0.0036093079325245584,-0.004579984996563438,0.031874588283796905,0.010213695618966798,-0.001133416550912464,-0.016440834329496515,0.009315768186497257,0.02130329587963382,-0.008726253654488338,-0.010258010028778441
L-Phenylalanine,-0.021952736043763844,0.0025997071472316454,-0.00877390043232471,0.027386177930148928,0.00887774789137041,-0.02978645051531398,0.014156569981528288,0.012119443392938268,-0.008311484249978098,0.012933545477219182
Adenosine,-0.0023754004416609957,0.01734188672136107,0.011881233387722321,-0.006872991992811528,-0.022349126451515683,-0.003211063930105871,-0.017599834399016998,0.020623647326247652,-0.011493706210640409,0.050042905149825755
Theophylline,0.025240894798334173,0.01988393793251235,-0.0010259237661661789,-0.01833988935501045,-0.02339136795109902,0.01082322940236333,7.345988001053417e-05,-0.03616829479934443,0.00430474005987872,-0.002538059783164506
Daidzein,-0.02300652359395434,0.03537924265655267,-0.0003553216094108946,-0.00951656634386734,-0.032449798153806345,0.00341896532812617,-0.015082019921196012,0.0035237899238383186,0.008619767991938991,-0.000422257948774263
Riboflavin,-0.0021091142055453945,-0.02024839654619239,0.02698138848837633,-0.003123317460924403,-0.0037811750531707533,-0.02879782910931402,-0.02014600091294385,0.0017783103840466274,-0.01548833257580799,0.025596282268392043
Stearoyl ethanolamide,-0.006391526925086744,0.005138733886421547,0.02037405979247421,-0.019488261751964723,0.04331237008535158,-0.021638319876351397,-0.04125133713658505,-0.014223318311100805,0.022231455622366086,0.0003347600897862985
ACar 10:2,-0.0482010109204308,0.030842015775446475,-0.03430498157989046,0.04063770761956997,-0.021346138644675165,0.01778328293559174,-0.012356940844293774,-0.004193069483829719,0.012845607984422176,0.0005438956276504968
Menaquinone,-0.0017128989070056666,0.009980308204588846,-0.005006572663212223,-0.010155162642675776,-0.024812987902582875,0.014783552286309376,0.01857230595258511,-0.0008552714892211466,0.008554984534668814,-0.011066793201120046
cis-gondoic acid,0.012099368783318914,0.004119951517451406,-0.004732036408449178,-0.01554599823232826,-0.0036214626928768603,-0.027329027825723207,0.006869479466834585,-0.0027633868031826645,-0.00962973698135406,0.0021907264231189032
2-deoxyglucose-6-phosphate,0.015670479314004355,0.01620396285736131,0.017427760268055856,0.0060426759299196135,0.03421352435587019,0.041788246997427475,-0.023621914174970438,0.01272083232674347,-0.004362333637728608,0.013613227102190963
N-(2-hydroxy-2-phenylethyl)-N'-(2-thienyl)urea,0.013160781379944137,-0.00010543748581746373,-0.0026572207207597007,-0.0044062624702444235,-0.00701591414017765,-0.00606145979596826,-0.008581775391301838,0.028939763455411657,0.010868669162495855,0.011476978642422812
IPH,0.010292120128762863,-0.005573569907814345,-0.009912142891726637,0.016390822642760795,-0.010405295545999903,-0.0001730364167211015,0.02013695837821447,0.0019607863616991515,-0.00906580679920315,0.0037820885480560986
Isradipine,0.011975913799537406,0.007196200394097481,0.014659699978731164,0.00265355199946377,0.022929042775601555,-0.03595989107056116,0.007289221621694089,-0.02105522664161218,0.048082721692617264,0.03066092011778172
3-hydroxy-6-methoxy-2-phenyl-4H-chromen-4-one,0.003317010504682312,0.001722870962402976,0.010976190848831292,-0.008906818941701302,0.04633161337353325,0.024363897516380812,-0.026995007855265037,0.015468563252443212,-0.015306085102906328,-0.0065335929155222955
"7,8-Dihydrofolate",0.014119602922095832,0.01598005471139822,0.00019672380105325202,0.018903108200947805,-0.00408221812864203,-0.009766330171376857,-0.0061966796662885505,-0.008960330398112462,0.014924756483031631,-0.027412882398403917
LDGTS 16:0,-0.01825211725502897,0.027629321861246937,-0.006537746038667854,-0.013315789255525776,-0.017953617332442048,-0.004645231552796617,0.00868478405580923,-0.021880722335615242,-0.003933967684117718,-0.016297995963477613
2-phenylthiomorpholin-3-one,0.0022538487397708654,0.006781313900385178,-0.006321459836597209,0.0326262857449149,0.013922504621136363,-0.000477544395745507,-0.02244591550824971,0.004318100382575612,0.04698624715935867,0.0035740925009333014
Phe-Pro,0.021873267740905675,0.011544653763677262,-0.008547246945871346,0.014493722802084821,0.005092142081300601,-0.012674963557417651,0.002701279100204983,-0.014190945770441006,0.004129935710683346,0.010143860346291927
2-acetamido-3-(4-methoxyphenyl)propanoic acid,0.011739692810334912,0.011197686441954376,-0.003614623793319062,0.026582255322625856,-0.012808125435946387,-0.03306389674590267,-0.017267102652186922,0.0019299854953932821,0.023127626296190227,-0.0023246713458654226
Norcodeine,0.024066530189930754,0.02091041530635794,0.032921768959494245,-0.0010587357578588795,0.005964979475773664,-0.007746051992752954,0.020666355326587678,-0.013381664399873799,0.009061829615019022,-0.03391467493546509
L-Homocitrulline,0.010316102412127413,-0.005416196434803954,0.00945626095521303,0.0410181356854076,-0.00036419943923785404,-0.020530395023588704,0.02139323365917086,0.029864221349303242,-0.01500873078959616,-0.0005988026190700182
TMH,0.0180007850684041,0.003683946869470174,-0.008533097516342519,0.01691459689249658,-0.010602252301063445,0.015145855360580144,-0.019332186228649965,0.01226501052542123,-5.7542471318576946e-05,0.008287792243119022
Sarpogrelate,0.0020622772392895235,0.02356147385648435,0.032034277510000674,0.020828517772853595,-0.0011864576671677906,-0.025686373680449837,0.02574364931140666,-0.026962509268434,0.026328428900227317,0.0006685349736483953
IPK,0.018131452813148752,0.0022783454768900875,0.013648420178260727,0.01107956410468054,-0.014793411672984666,0.011681291551003841,0.01718785520561837,0.01395392369392114,0.0021874469527962646,0.01979343216464849
Isopropyl myristate,0.02356940837471513,0.021945641397541814,0.03659642258574525,-0.02635066768607935,0.02764482241887446,-0.014052308329078493,-0.045305278851277775,0.002021430175116767,0.025097756128140775,0.02525321798953077
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol",0.022549678714984818,0.017330559246096455,0.00012227688427200763,0.004785870694963579,-0.01424143422511151,0.006417231804491641,-0.009893407631181959,-0.010388436124556286,-0.0021368116051970034,-0.015924501034712088
"1,3,5-trimethyl-N-[4-(2-thienyl)benzyl]-1H-pyrazole-4-sulfonamide",0.007198975023344065,0.009744302524583713,0.0038680521408735696,0.02086864626166911,0.003371145992781171,-0.002308465262511277,-0.007407908720613493,0.014224981129043668,0.03476071784865004,0.0015583790866475315
"(6E,10E)-3,7,11,15-tetramethylhexadeca-1,6,10,14-tetraene-3,5,9-triol",0.01228124559359483,0.005414031498920934,-0.021804501192268597,0.0032127960048278525,-0.018524537234546546,-0.0018864849387762019,0.022659403589258695,-0.0004589557848130682,0.020557992897438874,0.002011584648104402
PC (16:0/17:2),0.014809445173488643,0.0034027994468975734,-0.0015354154718840967,-0.013583596906345068,0.0030687454868007598,-0.03390172041784748,-0.018338257038708825,-0.01905527912881248,0.0028478882343055505,-0.00215822869665473
Norfentanyl,0.012602461178383434,0.006238003281201351,0.019278192571721184,0.02150623856750243,0.007591269180876687,-0.012931464705597119,-0.0015025036009250101,-0.01750414805069891,0.025457470388580095,-0.032510106451852476
Styrene,-0.046115277123129655,-0.010001509367811962,0.013474132559638908,0.016015941408896724,-0.04043945352496063,-0.0025318543755575647,-0.02316863789964346,-0.0003554325673126235,0.0303501846569364,-0.031192066263638477
LPE 19:1,-0.0030981787840203166,0.020050994988578055,0.005902453374096553,-0.030406558877757936,-0.006844873173596307,-0.014796746267933784,-0.034416584290493935,-0.009912478589990639,0.032053863420272895,0.001838685554207582
Dehydroaripiprazole,0.007650394761011375,-0.006916246393541062,-0.006969254370281615,0.03377344986636262,0.002745978403363357,0.004584273335868049,-0.019386683673496174,-0.026375050662766533,0.011825828980231993,-0.023637104165330654
YNK,0.011171429472900734,0.017177033960393658,0.01360031254664018,0.009398783576921454,-0.018675664644036808,-0.018344647650474232,0.013928786522744594,-0.01414105628456954,0.037147492184779946,-0.012776496503770503
Obacunoic acid,0.006539178864867962,0.00210755526828039,0.002783669679556622,-0.004410330279678957,-0.019502990752413064,-0.019520707921322718,0.009970738721642386,0.0041312128621810405,-0.007507888689618931,-0.026303772365738963
SM (d15:1/22:2),0.007053371764232014,0.013419528257151111,0.01272591966688962,-0.007019096409670295,0.014207885978659431,-0.022127829841503344,-0.003978810232022437,0.006924648456489247,0.00026524158419662786,-0.012800291115469018
"2,3-dihydroxypropyl 12-methyltridecanoate",-0.018279706777232112,0.014602801351162585,-0.0005244987016853508,-0.0005993683206521033,-0.027626077066392692,-0.00039613977102283113,0.02000908570813405,0.04655831186782761,-0.016497508063449157,-0.022465057197485566
TLK,-0.011489696789880719,0.011707648093656592,0.04465092675459307,0.0038546290159228603,-0.04602201793332925,-0.020311736975040608,0.03423266087519551,0.024442616786185003,0.020887685968176205,0.007779029367830252
Cotinine N-oxide,0.004512466566960356,0.0037283917110317952,-0.015036376839553044,0.013602575847908614,-0.010719394002772463,-0.008135693423613768,-0.024912454294455016,0.023446656169374847,0.03680098173271307,-0.030743619554152998
"9,10-Dihome",-0.01678950701234614,-0.007086217009384555,-0.005105416242007824,-0.006185102086269349,-0.010120267319963069,-0.007791982076759352,0.012469650907852115,0.03963516347804461,-0.0036425605085387124,-0.016276656282053523
Trenbolone acetate,0.0009761665229348159,-0.0019374964466650135,0.03339848164074644,-0.022620004310190824,0.0042896444190442,0.0015305802606856871,0.02171334551099747,0.02127333910175041,-0.019504812004856528,-0.006954197476890866
ACar 22:7,-0.010200712007702884,0.01946939393757952,0.02835838310099382,0.00447210381393268,0.06475888028205452,-0.007114852402541807,-0.022220512728780447,0.021697182910914534,-0.012861260995106918,0.020575666198472745
"1-ethyl 4-(2-oxo-1,2-diphenylethyl) succinate",0.004684050116228197,0.009337901450745258,-0.022503539883593632,0.030045583064174188,0.03996845538244959,-0.0016341593910989861,0.014995185644992828,-0.02216005748958324,0.019162097942307176,0.004181471931459575
6β-Oxycodol N-oxide,0.03715216308552815,-0.02349422444693579,0.014185494525296218,-0.021141432900659046,0.022953472667157797,0.015541770837769744,-0.004667000895806313,-0.008719313282026292,0.01947286317285808,0.00153979953676029
Indirubin,-0.0017857585926165278,-0.0029379118943159283,0.0040708286492978415,-0.005417614328987114,-0.023313292648463383,0.018822993593690985,-0.0026555460156912117,-0.021596258683810033,0.0006204795414512257,0.030401232034196556
4-(4-methoxyphenyl)-2-(2-thienyl)pyrimidine,0.004302429302671991,-0.0039765166212111245,-0.007859061388292078,0.04213356047751373,-0.002469548521148401,0.006441055778075339,-0.03492381250865351,-0.017649078060056573,-0.011072082240256435,-0.023921887548937922
Astaxanthin,0.0230106407225213,0.01923215294924601,0.01420204011062683,-0.026283345623522292,-0.0012964928215827367,-0.02341502975070799,0.013590459608622306,-0.016229523866092832,0.01219991029324788,-0.0024944775299796246
1-(2-pyridin-2-yldiazenyl)-2-naphthol,0.02470143847003872,-0.009452396896254224,0.03380246277001595,0.022829792484974548,0.009908593606292366,0.005576448414706991,-0.0018642266940776667,-0.014742952770195444,-0.0009320673151736024,0.008047048553126377
D-3-Phenyllactic acid,0.010077349622088524,-0.007039339348142506,0.018606630758022668,0.014072816994731268,-0.006581425917123741,0.022916345202962075,-0.013134289961350725,-0.010603555393034732,0.03826148631131317,0.007895080031286406
"7-(3,4-dihydroxyphenyl)-5-hydroxy-1-(4-hydroxyphenyl)heptan-3-one",0.02426296165845494,-0.008509373385945054,0.015850885277954967,0.006409297956497033,0.017390679851043537,-0.017492106672997967,0.018273896498609894,0.011484133216866586,0.04201552763793852,-0.00790881562189025
ethyl 2-{[(hexylamino)carbonyl]amino}-3-phenylpropanoate,0.021091582010647057,0.0255963133571421,0.02534428038363658,0.005376596409271135,0.03475924165996976,0.05561852240150672,-0.032054637724193535,-0.00355320471129482,-0.02242445503932231,-0.0062619004914673095
Lysops 22:6,0.01121111843144436,0.0032012947523470526,-0.005205988752290377,-0.002704798389728566,-0.018051113027744703,0.0017777168247314417,-0.007410588557100444,0.020280765188105985,-0.025007236972240904,0.006394917474856895
Pregnanetriol,0.009815835318462803,-0.003955706930619647,-0.01592233731388219,-0.0022246125548801288,-0.004062260946327604,0.0009222879131552566,0.014389258758924195,0.008832890922618852,-0.011691495693887183,0.017922437149092394
Lumefantrine,0.011127556955459288,0.0040458854672589225,0.02219641243804254,0.006081593603146869,-0.017324625672418836,0.03531179747738405,-0.011967152849828647,-0.009704963110808523,0.01814921050308449,0.046063335123952234
N-(2-morpholinophenyl)-2-furamide,0.03376131056970353,-0.003486197625770601,0.011167406043406939,0.018584732268569406,-0.009583290792321003,0.004467487371075061,-0.018440583567145712,-0.001972017420202952,0.0014879499499646164,-0.0061609478356342015
"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one",-0.000764021594408878,0.023186988416900572,0.0183915097195202,0.009934119597389312,0.014171028805987423,-0.02113440711815358,0.013067927973752709,0.0012168049546684339,0.029406134615679955,0.009252067113323647
2-Aminopimelic acid,0.011236617749167272,0.008608802336177217,0.03469930080866256,0.003451860324253429,0.015657368826288442,0.006155180775403558,-0.04232636079661041,-0.007709858424869571,0.016935123082660278,-0.05514245983827225
2-(4-methylphenyl)-2-oxoethyl thiocyanate,0.005192439260706724,0.011570125792986692,0.01899651670520638,-0.011812040756658017,0.00458227146411825,-0.008196559465324644,0.003921479044211349,-0.04580094794481006,0.021545554750036923,-0.0032678438023343516
ACar 16:3,-0.029809745457433794,0.03229280183351821,-0.022181060336177675,-0.003168225473483631,-0.011673853165320216,0.03323536575350945,0.02103772143821051,-0.02103576389990096,0.018012255157337242,0.028460108344361128
Verapamil hydrochloride,0.029288861401130867,0.016690277682635746,-0.011344824838268167,-0.0026092963664983426,-0.017748579015142537,-0.008319010334445653,-0.0036886949617170265,-0.0026730988260121762,0.014223925238071937,0.014109628362680154
VNH,-0.0018930409784830983,0.0027203638697696963,0.01885357667877409,0.01275380251152576,0.021297453767586415,0.01580471946905434,-0.014338201831970467,0.009778445335488778,-0.0528776826126622,0.02192019528838849
N-(1-benzyl-4-piperidinyl)-4-(1H-pyrazol-1-yl)benzamide,0.02770564052058454,0.008205974097797464,0.0015038055727816654,-0.007623502761068961,-0.020432822726665488,0.019253022200738212,-0.006072623330906091,-0.0025767546237307048,-0.010298720779521075,-0.02242856966761571
dihydrotachysterol,0.035481093328207494,0.012400359008864966,-0.0054397015998638235,-0.011834380413455692,0.016518406480555577,-0.030438104736012994,0.004440416739815692,-0.006877156720513556,-0.0029409783157447688,0.007962106705771783
